img_id	description
162309	"minibus"
435698	"cliff dwelling"
508504	"barber chair"
505705	"shoe shop, shoe-shop, shoe store"
423620	"altar"
576727	"cheetah, chetah, Acinonyx jubatus"
099135	"tusker"
045128	"croquet ball"
115102	"television, television system"
067428	"pickup, pickup truck"
114340	"bakery, bakeshop, bakehouse"
438978	"airliner"
427895	"barrow, garden cart, lawn cart, wheelbarrow"
085452	"microwave, microwave oven"
418609	"fire engine, fire truck"
361332	"kite"
495258	"steam locomotive"
256022	"hog, pig, grunter, squealer, Sus scrofa"
051851	"barber chair"
361339	"Persian cat"
516988	"Indian elephant, Elephas maximus"
374372	"Staffordshire bullterrier, Staffordshire bull terrier"
481648	"microwave, microwave oven"
321907	"canoe"
510756	"park bench"
565946	"cinema, movie theater, movie theatre, movie house, picture palace"
065420	"umbrella"
019399	"toyshop"
335766	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
536290	"park bench"
387706	"shoe shop, shoe-shop, shoe store"
354546	"sandbar, sand bar"
207074	"street sign"
522411	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
368060	"mountain bike, all-terrain bike, off-roader"
366162	"clog, geta, patten, sabot"
396688	"pretzel"
574942	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
336230	"ski"
097660	"restaurant, eating house, eating place, eatery"
234000	"zebra"
351809	"dogsled, dog sled, dog sleigh"
581657	"laptop, laptop computer"
328275	"plate"
330241	"seashore, coast, seacoast, sea-coast"
058250	"street sign"
108101	"mountain tent"
324999	"electric fan, blower"
477749	"steam locomotive"
430428	"restaurant, eating house, eating place, eatery"
565788	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
186198	"ski"
445900	"waffle iron"
147574	"fireboat"
058597	"pier"
279934	"chain saw, chainsaw"
366342	"minibus"
320963	"vacuum, vacuum cleaner"
172036	"American black bear, black bear, Ursus americanus, Euarctos americanus"
408607	"tiger cat"
095753	"cowboy hat, ten-gallon hat"
128912	"medicine chest, medicine cabinet"
113415	"bison"
392949	"cab, hack, taxi, taxicab"
380586	"spatula"
475425	"cheeseburger"
272033	"electric locomotive"
246467	"alp"
424978	"boa constrictor, Constrictor constrictor"
299441	"street sign"
121589	"umbrella"
123711	"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus"
023004	"sorrel"
187675	"traffic light, traffic signal, stoplight"
314450	"ski"
129656	"electric locomotive"
439502	"microphone, mike"
530592	"ski"
461222	"go-kart"
050954	"Granny Smith"
241530	"crane"
465478	"sea anemone, anemone"
119320	"Labrador retriever"
506360	"home theater, home theatre"
157239	"racket, racquet"
483956	"shopping cart"
363370	"restaurant, eating house, eating place, eatery"
225372	"racket, racquet"
040954	"ski"
483175	"wardrobe, closet, press"
497572	"punching bag, punch bag, punching ball, punchball"
441640	"carousel, carrousel, merry-go-round, roundabout, whirligig"
424739	"reel"
239586	"Windsor tie"
218041	"fountain"
554809	"soap dispenser"
258237	"racket, racquet"
510959	"sandbar, sand bar"
533509	"wing"
482563	"Rhodesian ridgeback"
370512	"croquet ball"
278692	"red-breasted merganser, Mergus serrator"
487288	"pizza, pizza pie"
418620	"restaurant, eating house, eating place, eatery"
208773	"seashore, coast, seacoast, sea-coast"
189951	"steam locomotive"
308829	"Granny Smith"
245717	"mailbox, letter box"
361088	"sax, saxophone"
447994	"soap dispenser"
191439	"library"
149555	"tricycle, trike, velocipede"
179034	"apiary, bee house"
131731	"American black bear, black bear, Ursus americanus, Euarctos americanus"
041056	"rifle"
308210	"rain barrel"
249618	"stethoscope"
486328	"park bench"
320537	"nipple"
537968	"viaduct"
411853	"pizza, pizza pie"
366599	"tricycle, trike, velocipede"
107886	"plate"
489400	"tray"
183131	"bison"
409275	"orange"
031913	"football helmet"
531405	"Egyptian cat"
379399	"quilt, comforter, comfort, puff"
048493	"loupe, jeweler's loupe"
455665	"racket, racquet"
011256	"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
366383	"electric locomotive"
324626	"go-kart"
143900	"ice lolly, lolly, lollipop, popsicle"
486533	"prison, prison house"
336107	"projectile, missile"
296385	"redbone"
564680	"pot, flowerpot"
061803	"horse cart, horse-cart"
492399	"hand blower, blow dryer, blow drier, hair dryer, hair drier"
480572	"microwave, microwave oven"
456666	"mouse, computer mouse"
093451	"shield, buckler"
312072	"balloon"
254129	"parachute, chute"
238105	"tile roof"
246267	"impala, Aepyceros melampus"
400410	"chocolate sauce, chocolate syrup"
171581	"Arabian camel, dromedary, Camelus dromedarius"
430890	"airliner"
285755	"ox"
324406	"sorrel"
156849	"notebook, notebook computer"
455549	"stove"
104449	"stove"
349401	"llama"
402174	"wing"
168067	"racket, racquet"
206680	"umbrella"
128015	"teddy, teddy bear"
003000	"mouse, computer mouse"
311645	"wreck"
491319	"French loaf"
365565	"jinrikisha, ricksha, rickshaw"
465211	"typewriter keyboard"
433446	"plate"
219527	"teddy, teddy bear"
504065	"cab, hack, taxi, taxicab"
042345	"street sign"
323115	"quilt, comforter, comfort, puff"
152353	"orange"
005073	"unicycle, monocycle"
375425	"microwave, microwave oven"
304590	"airliner"
417835	"ski"
271360	"pickup, pickup truck"
044928	"dishwasher, dish washer, dishwashing machine"
381684	"Eskimo dog, husky"
047974	"studio couch, day bed"
294925	"African elephant, Loxodonta africana"
213970	"studio couch, day bed"
241421	"laptop, laptop computer"
202463	"toilet seat"
408345	"ballplayer, baseball player"
564990	"computer keyboard, keypad"
014475	"teddy, teddy bear"
461787	"ski"
552135	"submarine, pigboat, sub, U-boat"
158908	"Weimaraner"
489072	"mashed potato"
572362	"umbrella"
012434	"ski"
111889	"moped"
300615	"ostrich, Struthio camelus"
139551	"racket, racquet"
355231	"bicycle-built-for-two, tandem bicycle, tandem"
572923	"quilt, comforter, comfort, puff"
153674	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
548702	"Windsor tie"
119891	"hornbill"
514888	"ox"
342132	"moving van"
555738	"ram, tup"
138195	"speedboat"
010545	"trolleybus, trolley coach, trackless trolley"
469405	"laptop, laptop computer"
396372	"red wine"
532175	"jinrikisha, ricksha, rickshaw"
296322	"pomegranate"
358748	"sorrel"
491778	"bakery, bakeshop, bakehouse"
241809	"carpenter's kit, tool kit"
251723	"desktop computer"
441598	"prison, prison house"
241465	"mouse, computer mouse"
567633	"alp"
009712	"laptop, laptop computer"
476080	"home theater, home theatre"
379434	"vacuum, vacuum cleaner"
135875	"wine bottle"
252359	"fountain"
394666	"broccoli"
510998	"seashore, coast, seacoast, sea-coast"
141756	"oscilloscope, scope, cathode-ray oscilloscope, CRO"
311683	"Maltese dog, Maltese terrier, Maltese"
343322	"limousine, limo"
107424	"dishwasher, dish washer, dishwashing machine"
271999	"electric locomotive"
311065	"miniskirt, mini"
216757	"crutch"
206420	"barber chair"
057362	"stretcher"
217859	"paintbrush"
224629	"refrigerator, icebox"
247190	"Indian elephant, Elephas maximus"
366255	"burrito"
031838	"chow, chow chow"
003877	"china cabinet, china closet"
013636	"Bouvier des Flandres, Bouviers des Flandres"
544035	"minibus"
194262	"wall clock"
106952	"dock, dockage, docking facility"
305527	"football helmet"
007740	"grille, radiator grille"
297990	"pizza, pizza pie"
436833	"ski"
053369	"African elephant, Loxodonta africana"
219204	"toilet seat"
017583	"parachute, chute"
078572	"traffic light, traffic signal, stoplight"
446898	"colobus, colobus monkey"
461181	"passenger car, coach, carriage"
363078	"pizza, pizza pie"
510211	"racket, racquet"
179805	"notebook, notebook computer"
480454	"monastery"
182243	"syringe"
406047	"ski"
389182	"trolleybus, trolley coach, trackless trolley"
352236	"traffic light, traffic signal, stoplight"
439107	"pirate, pirate ship"
529465	"tray"
453087	"traffic light, traffic signal, stoplight"
487279	"hotdog, hot dog, red hot"
550097	"crane"
539099	"pirate, pirate ship"
080386	"bakery, bakeshop, bakehouse"
239811	"unicycle, monocycle"
272603	"bow"
206405	"rule, ruler"
510405	"refrigerator, icebox"
496522	"lakeside, lakeshore"
208621	"parachute, chute"
335826	"street sign"
523220	"Chihuahua"
180253	"hog, pig, grunter, squealer, Sus scrofa"
130685	"ski"
466247	"suit, suit of clothes"
581409	"ballplayer, baseball player"
201358	"plate"
309024	"electric locomotive"
514269	"dining table, board"
230507	"dishwasher, dish washer, dishwashing machine"
213433	"ski"
446130	"street sign"
013302	"mobile home, manufactured home"
362816	"grocery store, grocery, food market, market"
233688	"unicycle, monocycle"
320838	"moped"
370152	"bow tie, bow-tie, bowtie"
364522	"maypole"
112793	"chainlink fence"
011075	"monitor"
377017	"stingray"
080091	"horse cart, horse-cart"
282730	"wall clock"
467384	"racket, racquet"
521334	"dishwasher, dish washer, dishwashing machine"
429806	"military uniform"
283323	"snowplow, snowplough"
000127	"toilet seat"
481893	"garbage truck, dustcart"
127450	"racer, race car, racing car"
415162	"ski"
540799	"ox"
210816	"rugby ball"
495553	"burrito"
548958	"butternut squash"
395170	"hamper"
562745	"ibex, Capra ibex"
487635	"airship, dirigible"
176038	"plate"
286953	"jigsaw puzzle"
434125	"traffic light, traffic signal, stoplight"
518293	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
506617	"umbrella"
319735	"muzzle"
388961	"studio couch, day bed"
116270	"wall clock"
133741	"cheetah, chetah, Acinonyx jubatus"
133615	"racket, racquet"
231572	"airliner"
517038	"ski"
136384	"patio, terrace"
249676	"zebra"
541332	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
546093	"vacuum, vacuum cleaner"
516046	"shoe shop, shoe-shop, shoe store"
493056	"wall clock"
516619	"Indian elephant, Elephas maximus"
396112	"four-poster"
568469	"traffic light, traffic signal, stoplight"
120067	"African elephant, Loxodonta africana"
364228	"cinema, movie theater, movie theatre, movie house, picture palace"
163485	"moped"
154621	"plate"
017392	"dock, dockage, docking facility"
084996	"restaurant, eating house, eating place, eatery"
487145	"tank, army tank, armored combat vehicle, armoured combat vehicle"
215984	"bannister, banister, balustrade, balusters, handrail"
441313	"stove"
241823	"alp"
075027	"miniskirt, mini"
470002	"impala, Aepyceros melampus"
075925	"groom, bridegroom"
571695	"brown bear, bruin, Ursus arctos"
269360	"ski"
497522	"dock, dockage, docking facility"
368686	"llama"
457861	"plate"
197091	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
521682	"street sign"
496078	"bottlecap"
421491	"ballplayer, baseball player"
352925	"racket, racquet"
111002	"ram, tup"
409728	"Model T"
223401	"snail"
330041	"street sign"
188723	"hotdog, hot dog, red hot"
251375	"lakeside, lakeshore"
025872	"wall clock"
019236	"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
030646	"Newfoundland, Newfoundland dog"
511848	"ski"
078509	"carousel, carrousel, merry-go-round, roundabout, whirligig"
409658	"microwave, microwave oven"
462022	"hand blower, blow dryer, blow drier, hair dryer, hair drier"
118272	"racket, racquet"
372374	"analog clock"
504980	"table lamp"
446467	"streetcar, tram, tramcar, trolley, trolley car"
394208	"hay"
014954	"king penguin, Aptenodytes patagonica"
027591	"quilt, comforter, comfort, puff"
271580	"croquet ball"
152265	"four-poster"
478841	"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
529715	"maraca"
068287	"soft-coated wheaten terrier"
023976	"tusker"
221441	"umbrella"
023137	"space heater"
317274	"African elephant, Loxodonta africana"
458339	"toilet seat"
030647	"shovel"
257102	"dining table, board"
160200	"totem pole"
338963	"toilet seat"
569356	"motor scooter, scooter"
388940	"ballplayer, baseball player"
298481	"restaurant, eating house, eating place, eatery"
463680	"refrigerator, icebox"
329054	"stretcher"
082124	"macaque"
111142	"cleaver, meat cleaver, chopper"
548351	"paper towel"
156682	"motor scooter, scooter"
014312	"tobacco shop, tobacconist shop, tobacconist"
104999	"studio couch, day bed"
514006	"trolleybus, trolley coach, trackless trolley"
230727	"restaurant, eating house, eating place, eatery"
329469	"tractor"
002209	"beacon, lighthouse, beacon light, pharos"
328487	"streetcar, tram, tramcar, trolley, trolley car"
174831	"canoe"
056715	"bookshop, bookstore, bookstall"
127603	"water bottle"
049741	"street sign"
058965	"ballplayer, baseball player"
275922	"bikini, two-piece"
100506	"trolleybus, trolley coach, trackless trolley"
413603	"teddy, teddy bear"
422300	"pole"
448607	"umbrella"
321382	"park bench"
039120	"knee pad"
029575	"hamper"
121869	"ox"
480239	"toilet tissue, toilet paper, bathroom tissue"
423363	"groom, bridegroom"
061527	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
522110	"steam locomotive"
384049	"umbrella"
579729	"moped"
019428	"toilet seat"
087040	"dishwasher, dish washer, dishwashing machine"
496109	"vacuum, vacuum cleaner"
200671	"bobsled, bobsleigh, bob"
129108	"jinrikisha, ricksha, rickshaw"
544059	"paddle, boat paddle"
577589	"sandbar, sand bar"
149737	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
347306	"ballplayer, baseball player"
164044	"trolleybus, trolley coach, trackless trolley"
096328	"toilet seat"
567318	"traffic light, traffic signal, stoplight"
449758	"microwave, microwave oven"
578580	"miniature pinscher"
279377	"golden retriever"
033866	"teddy, teddy bear"
469431	"ski"
409489	"dishwasher, dish washer, dishwashing machine"
256930	"vase"
077154	"street sign"
067906	"mink"
454814	"lab coat, laboratory coat"
212429	"traffic light, traffic signal, stoplight"
339634	"broccoli"
220842	"stove"
301209	"seashore, coast, seacoast, sea-coast"
307656	"bow tie, bow-tie, bowtie"
579170	"crutch"
466913	"sorrel"
499336	"assault rifle, assault gun"
135126	"albatross, mollymawk"
279119	"mountain bike, all-terrain bike, off-roader"
353999	"mask"
029761	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
349698	"ballplayer, baseball player"
543084	"alp"
290645	"hoopskirt, crinoline"
578769	"wardrobe, closet, press"
048257	"ice lolly, lolly, lollipop, popsicle"
131735	"ski"
085488	"forklift"
251128	"African elephant, Loxodonta africana"
547524	"scale, weighing machine"
134294	"medicine chest, medicine cabinet"
248033	"sliding door"
229875	"bakery, bakeshop, bakehouse"
226145	"bottlecap"
055707	"pizza, pizza pie"
312420	"schipperke"
275556	"electric guitar"
150126	"tusker"
065612	"pole"
480411	"fur coat"
399664	"airliner"
136565	"airship, dirigible"
063668	"cauliflower"
094092	"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
457521	"worm fence, snake fence, snake-rail fence, Virginia fence"
477438	"Italian greyhound"
041116	"electric locomotive"
470463	"bell cote, bell cot"
516220	"ballplayer, baseball player"
223499	"plow, plough"
224263	"shopping cart"
029895	"llama"
325470	"refrigerator, icebox"
356788	"desk"
556222	"apiary, bee house"
119444	"gas pump, gasoline pump, petrol pump, island dispenser"
139702	"zebra"
381017	"wild boar, boar, Sus scrofa"
170325	"passenger car, coach, carriage"
335940	"mouse, computer mouse"
497759	"safe"
479443	"bubble"
418270	"volleyball"
545260	"notebook, notebook computer"
386009	"pizza, pizza pie"
252724	"zebra"
498156	"monitor"
538748	"ram, tup"
429289	"ram, tup"
446870	"pretzel"
575786	"pizza, pizza pie"
297517	"freight car"
325014	"stethoscope"
162204	"swing"
174211	"pole"
255489	"ram, tup"
292876	"dam, dike, dyke"
012833	"sliding door"
010728	"pizza, pizza pie"
529877	"ballplayer, baseball player"
116717	"water jug"
491845	"file, file cabinet, filing cabinet"
144831	"airliner"
342183	"ski"
151678	"plow, plough"
219300	"unicycle, monocycle"
454219	"soccer ball"
161996	"jeep, landrover"
337177	"toilet tissue, toilet paper, bathroom tissue"
539041	"scale, weighing machine"
004159	"frying pan, frypan, skillet"
310853	"racket, racquet"
335144	"sandbar, sand bar"
270740	"ballplayer, baseball player"
327328	"tabby, tabby cat"
004535	"horse cart, horse-cart"
565767	"kimono"
000934	"Indian elephant, Elephas maximus"
381231	"recreational vehicle, RV, R.V."
325143	"grocery store, grocery, food market, market"
537909	"window shade"
003713	"alp"
217511	"Arabian camel, dromedary, Camelus dromedarius"
287831	"ballplayer, baseball player"
526565	"African elephant, Loxodonta africana"
566583	"entertainment center"
015156	"butcher shop, meat market"
469595	"switch, electric switch, electrical switch"
244986	"motor scooter, scooter"
161843	"soccer ball"
437102	"bookcase"
292730	"joystick"
038923	"motor scooter, scooter"
497701	"medicine chest, medicine cabinet"
574983	"zebra"
277263	"traffic light, traffic signal, stoplight"
021662	"gondola"
273886	"nipple"
498263	"macaw"
128215	"park bench"
212602	"plate"
539844	"bib"
085581	"poncho"
130183	"computer keyboard, keypad"
072606	"fire engine, fire truck"
162654	"swimming trunks, bathing trunks"
579224	"macaque"
127100	"Model T"
067162	"jay"
179781	"fountain"
241329	"moped"
364372	"power drill"
303247	"dining table, board"
421406	"acoustic guitar"
471113	"chainlink fence"
324315	"umbrella"
014835	"snorkel"
475551	"pizza, pizza pie"
134081	"brown bear, bruin, Ursus arctos"
417679	"wing"
210693	"shovel"
010232	"bow tie, bow-tie, bowtie"
483557	"thresher, thrasher, threshing machine"
456042	"trolleybus, trolley coach, trackless trolley"
233938	"tennis ball"
458361	"racket, racquet"
121598	"teddy, teddy bear"
342092	"stone wall"
023162	"ram, tup"
162046	"printer"
485800	"military uniform"
499545	"park bench"
291560	"mailbox, letter box"
475915	"ballplayer, baseball player"
453070	"seashore, coast, seacoast, sea-coast"
205202	"laptop, laptop computer"
166880	"shower curtain"
144965	"bubble"
261673	"stethoscope"
239457	"passenger car, coach, carriage"
237315	"moped"
441379	"pug, pug-dog"
545238	"meat loaf, meatloaf"
181756	"teddy, teddy bear"
355193	"water snake"
222751	"ballplayer, baseball player"
247789	"acorn squash"
410173	"trolleybus, trolley coach, trackless trolley"
460915	"four-poster"
056292	"soccer ball"
183690	"seat belt, seatbelt"
160823	"croquet ball"
403423	"hot pot, hotpot"
228784	"suspension bridge"
521762	"mortarboard"
373905	"canoe"
120926	"Indian elephant, Elephas maximus"
308652	"thatch, thatched roof"
553908	"military uniform"
302470	"ski"
175805	"tub, vat"
221446	"broccoli"
488764	"scoreboard"
248315	"electric guitar"
070322	"ram, tup"
250958	"Granny Smith"
197265	"mortar"
326210	"desk"
345797	"studio couch, day bed"
299055	"Indian elephant, Elephas maximus"
452979	"bakery, bakeshop, bakehouse"
049770	"harmonica, mouth organ, harp, mouth harp"
387401	"garbage truck, dustcart"
119034	"cinema, movie theater, movie theatre, movie house, picture palace"
471690	"racket, racquet"
557251	"ski"
545209	"speedboat"
195968	"restaurant, eating house, eating place, eatery"
010890	"moving van"
067838	"hatchet"
038049	"ski"
531646	"studio couch, day bed"
308878	"library"
448355	"traffic light, traffic signal, stoplight"
377019	"television, television system"
052324	"theater curtain, theatre curtain"
248478	"menu"
300277	"medicine chest, medicine cabinet"
416697	"soup bowl"
460254	"racket, racquet"
244928	"sandbar, sand bar"
314897	"sandbar, sand bar"
567079	"burrito"
134538	"orange"
171943	"groom, bridegroom"
265454	"trolleybus, trolley coach, trackless trolley"
284664	"shoe shop, shoe-shop, shoe store"
385178	"racket, racquet"
253764	"bell cote, bell cot"
057697	"ski"
017560	"wombat"
374376	"Irish terrier"
041079	"parachute, chute"
516273	"burrito"
436188	"ski"
408492	"hyena, hyaena"
528372	"traffic light, traffic signal, stoplight"
043692	"plunger, plumber's helper"
549209	"sliding door"
252614	"spotlight, spot"
311709	"ox"
076313	"entertainment center"
082106	"lab coat, laboratory coat"
280396	"horse cart, horse-cart"
098145	"teddy, teddy bear"
332039	"maraca"
038241	"shopping cart"
354111	"magpie"
073774	"pot, flowerpot"
509693	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
267653	"Egyptian cat"
259960	"racket, racquet"
096130	"desk"
189789	"Shih-Tzu"
370391	"plate"
343815	"bell cote, bell cot"
357301	"zebra"
205703	"bookcase"
412881	"passenger car, coach, carriage"
226383	"toilet seat"
294811	"seashore, coast, seacoast, sea-coast"
083448	"ox"
535460	"menu"
193901	"snowmobile"
435787	"dining table, board"
422185	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
252915	"revolver, six-gun, six-shooter"
164553	"Dungeness crab, Cancer magister"
147782	"banana"
022041	"cup"
036968	"waffle iron"
311022	"comic book"
258352	"alp"
497261	"ballplayer, baseball player"
498840	"toilet seat"
093287	"briard"
117313	"toilet seat"
572745	"fountain"
319522	"bison"
361746	"microwave, microwave oven"
408116	"tabby, tabby cat"
487467	"goose"
552354	"candle, taper, wax light"
112622	"quilt, comforter, comfort, puff"
321860	"quilt, comforter, comfort, puff"
452087	"streetcar, tram, tramcar, trolley, trolley car"
432865	"suspension bridge"
576290	"wallaby, brush kangaroo"
120077	"traffic light, traffic signal, stoplight"
550845	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
232546	"street sign"
507992	"spatula"
060155	"hotdog, hot dog, red hot"
568050	"streetcar, tram, tramcar, trolley, trolley car"
488731	"paddle, boat paddle"
100975	"entertainment center"
179405	"warthog"
105881	"quilt, comforter, comfort, puff"
409433	"borzoi, Russian wolfhound"
050972	"Saint Bernard, St Bernard"
377960	"vase"
205917	"abacus"
377816	"speedboat"
398575	"vacuum, vacuum cleaner"
524389	"pizza, pizza pie"
164634	"sleeping bag"
007853	"horse cart, horse-cart"
579567	"little blue heron, Egretta caerulea"
515064	"bow tie, bow-tie, bowtie"
281488	"microwave, microwave oven"
421341	"park bench"
100821	"unicycle, monocycle"
189915	"park bench"
327694	"ice lolly, lolly, lollipop, popsicle"
204461	"dock, dockage, docking facility"
434084	"grocery store, grocery, food market, market"
230462	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
095891	"lampshade, lamp shade"
148584	"lampshade, lamp shade"
122952	"freight car"
549499	"aircraft carrier, carrier, flattop, attack aircraft carrier"
004706	"ostrich, Struthio camelus"
240278	"speedboat"
124935	"ballplayer, baseball player"
019060	"megalith, megalithic structure"
500954	"racer, race car, racing car"
434135	"Indian elephant, Elephas maximus"
500675	"palace"
082802	"plate"
520940	"Indian elephant, Elephas maximus"
552584	"spotlight, spot"
225087	"feather boa, boa"
223299	"racket, racquet"
236048	"bell cote, bell cot"
437607	"bannister, banister, balustrade, balusters, handrail"
137378	"home theater, home theatre"
181554	"rugby ball"
033172	"stage"
385589	"projectile, missile"
579524	"parachute, chute"
043071	"ski"
457274	"racket, racquet"
528621	"snowmobile"
061052	"maze, labyrinth"
119849	"laptop, laptop computer"
165200	"racket, racquet"
323599	"catamaran"
271120	"medicine chest, medicine cabinet"
179698	"vault"
526592	"horse cart, horse-cart"
446069	"Indian elephant, Elephas maximus"
320329	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
190798	"toilet seat"
430101	"window shade"
336991	"toyshop"
361256	"pirate, pirate ship"
113593	"streetcar, tram, tramcar, trolley, trolley car"
489918	"steam locomotive"
366927	"obelisk"
407814	"passenger car, coach, carriage"
469545	"ballplayer, baseball player"
534898	"Dutch oven"
393989	"safety pin"
564513	"pier"
494968	"motor scooter, scooter"
494599	"toilet seat"
028167	"dowitcher"
401743	"ballplayer, baseball player"
268682	"pizza, pizza pie"
260398	"ice cream, icecream"
567972	"ski"
485306	"wig"
554367	"cliff dwelling"
516119	"cellular telephone, cellular phone, cellphone, cell, mobile phone"
103582	"mailbag, postbag"
419772	"West Highland white terrier"
476468	"motor scooter, scooter"
127391	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
528449	"spatula"
129648	"tub, vat"
369575	"patio, terrace"
496478	"crutch"
411856	"passenger car, coach, carriage"
042858	"parachute, chute"
375926	"pizza, pizza pie"
135229	"ski"
084536	"Kerry blue terrier"
004673	"cheeseburger"
361618	"toilet seat"
524991	"zebra"
454857	"bell cote, bell cot"
420049	"unicycle, monocycle"
246528	"bow tie, bow-tie, bowtie"
539767	"moped"
295461	"electric locomotive"
